node_id,node_type,label,definition,body_systems,severity,age_groups,icd_category,is_contagious,inheritance
D00102,Disease,Arteriovenous fistula,"An arteriovenous fistula (AV fistula) is an abnormal connection between a vein and an artery. The connection can be congenital (present at birth). Occasionally the connection can develop because of trauma such as a knife or bullet wound. Most often, the AV fistula is created surgically to allow acce",cardiovascular; respiratory; gastrointestinal; immunological,Unknown,Infants,Various,No,
D00103,Disease,Arteriovenous malformations,Arteriovenous malformations are blood vessel defects that occur before birth when the fetus is growing in the uterus (prenatal development). The blood vessels appear as a tangled mass of arteries and veins. They do not possess the capillary (very fine blood vessels) bed which normally exists in the ,cardiovascular; respiratory; neurological; gastrointestinal,Critical,Infants,Various,No,
D00104,Disease,Asbestosis,"Asbestosis is chronic, progressive inflammation of the lung. It is not contagious.",respiratory; musculoskeletal,Unknown,All ages,Various,No,
D00105,Disease,Ascites,Ascites is an abnormal accumulation of fluid in the abdomen.,cardiovascular; gastrointestinal; renal; infectious,Unknown,All ages,Various,No,
D00106,Disease,Asperger syndrome,"Asperger syndrome (AS), which is also called Asperger disorder or autistic psychopathy, belongs to a group of childhood disorders known as pervasive developmental disorders (PDDs) or autistic spectrum disorders. AS was first described by Hans Asperger, an Austrian psychiatrist, in 1944. Asperger’s w",neurological; psychiatric; ophthalmological,Unknown,Children,Various,No,
D00107,Disease,Aspergillosis,"Aspergillosis refers to several forms of disease caused by a fungus in the genus Aspergillus. Aspergillosis fungal infections can occur in the ear canal, eyes, nose, sinus cavities, and lungs. In some individuals, the WEBSITES ‘‘Asperger Syndrome.’’ MedlinePlus. http://www.nlm.nih. gov/medlineplus/a",respiratory; neurological; immunological; infectious,Severe,All ages,Various,No,
D00108,Disease,Asthma,"Asthma comprises a group of recurrent inflammatory diseases, in which the airways periodically spasm, swell, and narrow, causing wheezing or gasping for air. The majority of asthmas are associated with allergies.",respiratory; musculoskeletal; immunological; psychiatric,Severe,All ages,Various,No,Genetic/Hereditary
D00109,Disease,Learning .),"Astigmatism is the result of an inability of the cornea to properly focus an image onto the retina. The result is a blurred image. The cornea is the outermost part of the eye. It is a transparent layer that covers the colored part of the eye (iris), pupil, and lens. The cornea bends light and helps ",neurological; endocrine; immunological; psychiatric,Severe,All ages,Various,No,
D00110,Disease,Aston-Patterning,"Aston-Patterning is an integrated system of movement education, bodywork, ergonomic adjustments, and fitness training that recognizes the relationship between the body and mind for well being. It helps people who seek a remedy from acute or chronic pain by teaching them to improve postural and movem",neurological; musculoskeletal,Severe,All ages,Various,No,
D00111,Disease,Ataxia-telangiectasia,"Ataxia-telangiectasia (A-T), also called Louis-Bar syndrome, is a rare, genetic neurological disorder of childhood that progressively destroys part of the motor control area of the brain, leading to a lack of balance and coordination. A-T also affects the immune system and increases the risk of leuk",cardiovascular; neurological; musculoskeletal; immunological,Critical,Children,Various,No,Autosomal Recessive
D00112,Disease,Atelectasis,Atelectasis is a collapse of lung tissue affecting part or all of one lung. This condition prevents normal oxygen absoption to healthy tissues.,respiratory; hematological; oncological,Unknown,All ages,Various,No,
D00113,Disease,Atherosclerosis,"Atherosclerosis is the buildup of a waxy plaque on the inside of blood vessels. In Greek, athere means gruel, and skleros means hard. Atherosclerosis is G AL E E N CY C LO PE DI A O F M E D IC I NE , 5 T H E DI T IO N High cholesterol levels, high blood pressure, diabetes, obesity, viruses, cigarett",cardiovascular; respiratory; gastrointestinal; musculoskeletal,Unknown,All ages,Various,No,
D00114,Disease,Athlete’s foot,"A common fungus infection between the toes in which the skin becomes itchy and sore, cracking and peeling away. Athlete’s foot (also known as tinea pedis or foot ringworm) can be treated, but it can be tenacious and difficult to clear up completely.",dermatological; infectious,Moderate,Children,Various,No,
D00115,Disease,Athletic heart syndrome,"Athletic heart syndrome (AHS) is the adaptation of an athlete’s heart in response to the physiologic stresses of rigorous physical training. Common in athletes, AHS is characterized by the enlargement of the heart, along with a lower-than-normal resting heart rate. It can be difficult to distinguish",cardiovascular; neurological; musculoskeletal; hematological,Critical,All ages,Various,No,
D00116,Disease,Atopic dermatitis,"Eczema is a general term used to describe a variety of conditions that cause an itchy, inflamed skin rash. Atopic dermatitis, a form of eczema, is a non-contagious disorder characterized by chronically inflamed skin and sometimes intolerable itching.",respiratory; immunological; dermatological; infectious,Unknown,Infants; Children; Adults/Elderly,Various,No,Genetic/Hereditary
D00117,Disease,Atrial ectopic beats,"Atrial ectopic beats (AEB) refers to a contraction of the upper heart chamber which occurs before it would be expected. Atrial ectopic beats are also known as premature atrial beats, premature atrial complex (PAC), or atrial extrasystole.",cardiovascular; respiratory; hematological,Unknown,All ages,Various,No,
D00118,Disease,Atrial fibrillation and flutter,"Atrial fibrillation and flutter are abnormal heart rhythms in which the atria, or upper chambers of the heart, are out of sync with the ventricles, or lower chambers of the heart. In atrial fibrillation, the atria quiver chaotically and the ventricles beat irregularly. In atrial flutter, the atria b",cardiovascular; musculoskeletal; hematological,Severe,All ages,Various,No,
D00119,Disease,Atrial septal defect,An atrial septal defect is an abnormal opening in the wall separating the left and right upper chambers (atria) of the heart.,cardiovascular; psychiatric; hematological,Unknown,Infants,Various,No,
D00120,Disease,disorder (ADHD),"Attention deficit hyperactivity disorder (ADHD) is a chronic developmental disorder characterized by attention problems, including distractibility, hyperactivity, impulsive behaviors, and the inability to remain focused on tasks or activities. Among its acronyms are AD/HD and ADD. Diagnosed in child",cardiovascular; neurological; psychiatric,Unknown,Children; Adults/Elderly,Various,Yes,
D00121,Disease,ORGANIZATIONS,Audiometry is the testing of a person’s ability to hear various sound frequencies. The test is performed with the use of electronic equipment called an audiometer. This testing is usually administered by a trained technician called an audiologist. Purpose Audiometry testing is used to identify and d,gastrointestinal; musculoskeletal; psychiatric,Unknown,Children,Various,No,
D00122,Disease,Auditory integration training,"Auditory integration training, or AIT, is one specific type of music/auditory therapy based upon the work of French otolaryngologists Dr. Alfred Tomatis and Dr. Guy Berard. Origins",,Unknown,Children,Various,No,
D00123,Disease,Autism,"Autism is a complex developmental disorder distinguished by difficulties with social interaction, verbal and nonverbal communication, and behavioral problems, including repetitive behaviors and narrow focus of interest.",neurological; dermatological; psychiatric,Severe,Children,Various,No,
D00124,Disease,Autoimmune disorders,"Autoimmune disorders are conditions in which a person’s immune system attacks the body’s own cells, causing tissue destruction. G A LE EN CY C LO PE DI A O F ME D IC I NE , 5 T H E DI T IO N 595 Autoimmune disorders",neurological; gastrointestinal; musculoskeletal; endocrine,Critical,All ages,Various,No,
